Math_88,8.632506847381592,425
Chart_19,10.965176820755005,377
Lang_63,11.387314796447754,1989
Closure_38,92.22663569450378,247
Math_35,6.769196033477783,16
Math_52,9.355782270431519,1241
Closure_4,66.79959201812744,74
Chart_9,6.665720462799072,117
Closure_70,53.04071879386902,97
Time_7,13.804197072982788,91
Time_17,16.433021306991577,324
Closure_86,82.44560241699219,1
Lang_7,5.83944845199585,149
Closure_21,121.43455004692078,5573
Time_2,16.454755067825317,293
Closure_59,107.8164439201355,109
Closure_13,34.72898244857788,51
Math_28,7.876746892929077,850
Math_22,7.982990980148315,7
Time_26,16.582777976989746,125
Lang_39,12.19472050666809,25
Time_19,17.9395751953125,113
Math_59,72.08863854408264,89
Math_4,7.203385353088379,59
Lang_47,5.7272629737854,72
Closure_10,71.7253897190094,193
Math_96,6.758245229721069,319
Closure_2,143.25347805023193,79
Lang_6,5.538373708724976,13
Closure_73,80.63512325286865,191
Lang_33,5.291728496551514,11
Math_85,8.149316549301147,337
Closure_92,9.919771909713745,16
Math_56,7.022318601608276,149
Chart_14,12.721400737762451,530
Chart_12,8.386201858520508,59
Closure_22,121.30212831497192,8485
Math_70,6.547274589538574,405
Math_75,6.503890752792358,22
Lang_58,5.672022819519043,215
Math_77,9.284141540527344,447
Closure_40,25.836676836013794,49
Math_50,8.99484395980835,653
Chart_1,16.843366622924805,1
Closure_126,24.530170440673828,387
Chart_8,6.877805471420288,1
Math_82,6.75559139251709,155
Chart_20,8.960489273071289,903
Time_18,18.17803120613098,28314
Closure_109,46.51242733001709,75
Math_30,9.955758810043335,1
Closure_11,140.27054977416992,1
Lang_26,6.044594049453735,53
Math_62,7.2563769817352295,412
Closure_63,1.8309473991394043,412
Math_3,34.73476839065552,2
Closure_102,9.765068292617798,28
Lang_13,6.432096242904663,10
Closure_25,49.02133774757385,803
Math_32,7.110747575759888,18
Closure_93,1.8409698009490967,18
Closure_115,28.413882732391357,991
Lang_24,5.433383941650391,51
Mockito_26,30.26722288131714,11
Math_33,7.649933815002441,149
Closure_46,30.80555486679077,1
Math_80,7.316976070404053,46
Chart_11,16.433092832565308,1
Math_57,9.367733478546143,1
Lang_18,6.683841228485107,463
Closure_62,105.91177272796631,71
Lang_10,8.567954063415527,64
Math_65,7.048286199569702,141
Mockito_38,11.70655632019043,37
Closure_31,115.795419216156,347
Chart_13,8.324635982513428,173
Math_34,9.12878704071045,1
Math_94,600.0172336101532,1
Lang_57,4.973793268203735,109
Chart_26,10.684150695800781,37
Math_89,6.689600706100464,41
Math_58,6.894540071487427,10
Math_15,49.50239539146423,2255
Math_11,7.9519758224487305,111
Lang_27,5.498561143875122,87
Lang_22,6.000665903091431,1
Mockito_29,17.828009128570557,41
Math_5,7.885025262832642,117
Chart_7,5.972418546676636,115
Math_98,6.753037214279175,4
Chart_4,11.245710611343384,120
Math_63,24.294310331344604,104
Lang_51,5.027285575866699,5
Math_73,14.96037483215332,75643
Chart_24,5.405320882797241,25
Math_8,7.276831150054932,55
Closure_18,123.4480459690094,355
Closure_125,142.06339812278748,11
Math_79,12.566882371902466,1
Lang_59,5.577692985534668,201
Lang_21,7.125213146209717,182
